"COMPETITOR NAMES, as at 9:21AM on Tuesday 9th"
DAY 1: Friday 23rd January 2026
Race,Time,Event #,Event Type,Round,Division,Names
14 (N),08:20,3,W Int 4+,heat,1,"Cerys Robertson, Ayla Klein, Ella-Rose Conder, Mila Williams, Sam Gardiner, Hazel Sargent, Anoushka Haworth, Ava Clarke, Vittoria Haworth, Sage Launder-Upton, Zara Cameron, Kayla Peters, Mele-'Ofa Isileli-Fo'Ou, Rebecca Klatt, Emily Tod, Jade Davies, April McGivern, Ruby McGivern, Callie Gardner, Samy Luckie, Zainab Khan, Mia Yen, Chance Flux Ton, Bijou Akel, Beatrix Blackburn, Laura Barton, Zara Hargreaves, Ruby Murray, Lily Hayward, Katherine Phillips, Maebh Loveridge, Sarbia Gardner, Lucia Bartle, Vittoria Broadhurst, Isla Soosay, Alaska Humphrey, Sophie Duncan, Alex Dreyer, Ruby Horner, Alex Pedley"
15 (O),08:24,3,W Int 4+,heat,2,"Shay Ostenberry, Maggie Denize, Devon Farrelly, Madison Farrelly, Georgia Morris, Hannah Revell, Taylor Boyd, Honor Bourke, Chelsea Smart, Tyler Dalton, Amelia Irwin, Emma Smith, Katelin MacKay, Danielle Dryden, Hunter Taylor, Isabel Berry, Isabella Turner, Mika James, Elizabeth Hawksbee, Florence Struthers, Caitlin Furlonger, Isla Anderson, Charlotte Johnstone, Sofia King, Kiri Ormsby, Harriet Wilson, Rielly Reeve, Harper Adams, Isla McDonald, Maddy Peacocke, Zoe de Meyer, Isla Bateman, Amilija Perich, Harriet Houldsworth, Ava Srinivasan, Holly Greenaway, Kiri Reynolds, Mercedes Clement, Willow Pokaia, Savanah Hall"
16 (P),08:28,3,W Int 4+,heat,3,"Abigail Parker, Zoe Collins, Maddy Knapp, Tara Krishnan, Hamish Brown, Emma Hellberg, Paige van Dijk, Evelyn Hawke, Georgie Gee, Olivia Shefferd, Georgina Wilson, Maddie Dennis-Wolf, Reyd Fannin, Jules Brabants, Carmela Arreseigor, Pip Scanlan, Stacey Wyatt, Harriet Heron, Jaedyn Thompson, Xanu van der Bank, Hannah Penty, Mia Beavan, Emily Wright, Pippa Percy, Amelie Flowers, Madeline Hilder, Zara Daw, Sienna Anderson, Olive Hunter, Kate Miller, Mary Sinclair, Hayley Henwood, Clover MacDonald, Stella Rayner, Amelia Settle, Sarah Poborowska, Annabelle Martin, Elise Currie, Wilha Grant, Mia Haimona-Kay"
17 (Q),08:32,3,W Int 4+,heat,4,"Izzy Costar, Quinn Robinson, Naomi Lukic, Tiffany Robinson, Isla Brett-Chinnery, Arabella Monteith, Emma Davidson, Leya Stowe, Indi Henry, Sophie Paton, Elsie Fenwick, Amelia Brown, Heidi Kampenhout, Meg Cannon, Jade Noonan, Ella Papworth, Alice Varey, Malia Cousins, Olivia Brown, Isabel Mckenzie, Isla Thompson, Stella O'Sullivan, Lucca Taylor, Arabella Douglas, Micayla Lin, Kate Henry, Jemma Burke, Olivia Burke, Emily Robertson, Katie McKean, Caris McGillivray, Bella Kubaisi-Gallagher, Breea Pankhurst, Ruby Dowling, Jasmin Lands"
18 (R),08:37,4,W Nov 2X,heat,1,"Sophia Scheper, Dory Kemp, Mila Jenks, Alexia Hankey, Molly Wilkinson, Charlotte Eickhoff, Katie Ye, Bee Townsend, Willow Varcoe, Susie Moorhead, Gabrielle Robinson, Kate Muller, Megan Finn, Lily Downey, Aiyarin Wirunchiraphat, Rieke Genschow"
19 (S),08:42,4,W Nov 2X,heat,2,"Meja Mason, Jessie Springford, Leah Rahmfeld, Allegra Smith, Ruby Murdoch, Lydia Helms, Anika Sinclair, Kaleigh Morris, Adela Slanarova, Lilee Lambe, Amelia Crouch, Sophia Hodgson, Nina Nemcanin, Hannah Stephens, Farrah Palmer, Rosa Hawkins"
20 (T),08:47,4,W Nov 2X,heat,3,"Sienna Kilburn, Avah Williams, Holly Nilsson, Hayley Sherwin, Samantha White, Amy Vickers, Katerina Carney, Lucy Porter, Annika Willumsen, Mauri Crompton, Ella Taylor, Honor Hood, Sadie Frank, Grace Valder, Emma Gosse-Ward, Grace Wright"
21 (U),08:52,4,W Nov 2X,heat,4,"Gretta Keith, Orenia Williams, Angel-Marie Pearce, Marama Wallace, Paige Koppens, Annabel Cleary, Marlize van Rooyen, Rachel Stapp, Macy Waterhouse, Pippa Goodin, Peyton Brown, Sarah Hansen, Anna Moore, Payton Fisher, Zoe Organ, Jayme McLean"
22 (V),08:57,4,W Nov 2X,heat,5,"Zoe McKenzie, Elsa Taylor, Danya Booth, Sophia Kerwin, Erin Kervell, Mabel Eilering, Casey Paki, Jade Paki, Georgia Faville, Greer Dallinger, Mae Armstrong, Lily Challenor, Harper Houlahan, Abigail Glasgow"
23 (W),09:01,5E,M #2 Int 4X+,heat,1,"Jasper Rowe, Jake Findlay, James Dedding, Alex Lamb, Alexander Galbraith, Kurt Dolden, Damon Birkett, Albert Oldershaw, Alakay Badenhorst, Jake Mennie, Gabriel Greening, Tayne Mael, Jesse Read, Samuel Gower, Mieke van Zyl, Dylan Brangwynne, James Jordan, William Jorgensen, James Heap, Finn Ganley, Liam Kaye, Charlie Cropper, Jack Hannah, Oscar Verry, Tristan Theron, Joshua McJorrow, Quentin Kaussen, Tom Kirton, Luca Sorsa, Augustine Hayes, Lachlan McFarlane, Daniel Wu, Zac Ogg, Tommy Schluter, Bailey Wong"
24 (X),09:05,5E,M #2 Int 4X+,heat,2,"Connor O'Neill, Gus Myhre, Ivan Hui, Egor Ochagov, Alek Rigby, Max Colley, James Small, Henry Valsenti, Torsten Jones, William Familton, Jack Benjamin, Kale Ganley, Harry Booth, Ashton Russell, Charlie Seath, Jack Nilsson, Matt Sommerville, Oscar Wybourne, Richard Storey, Toby Miller, Thomas Hunt, Jack Brandts-Giesen, Braeden Barden, Toby Wheeler, Ryan Slater, Henry Wallingford, Fynn Fuller, Harvey Morrah, Will White, Angus McConnell, Ben Roberton, Henry Vincent, Porter Barkle, Beau Dowling, James White"
25 (Y),09:09,5E,M #2 Int 4X+,heat,3,"Jacob Manukau, Max Maher, Harry Fraser, Finn O'Brien, Thomas Rooney White, Van Healy, Eli Falconer, George Gilbertson, Guy Fitzgerald, George Belton, Anishek Prasad, Hamish MacLean, Josh Martin, Lennox Lloyd, Boaz Tito, Anishek Prasad, Hamish MacLean, Josh Martin, Roi Shim, Boaz Tito, Hamish Browne, Ezra Faulkner, Jeremy Szczebiot, Isaac Hallam, Wil Steer, Marc Hocken, Levi Alexander, Marco Horton, Jack Pitkin, Sammie Richardson, James Nicholson, Rory Carson, James Legallais, Halan Rhynd, Zoe Baker"
26 (Z),09:13,6,M Int 4X+,heat,1,"Harvey Greenstreet, Patrick McGhie, Caleb Goad, Noah Stoddard, Hugo Friis, Scott Alderson, Cooper Prater, Jackson Lucas, Jack Murphy, Isaac Downey, Nate Dwyer, Marcus Doig, Blake Kelly, James McBride, Liam Lawrence, Josh Cashin, Alfred Desbonnets, Lachie Peters, Gabriel Bonnington, Nico Schuitemaker, Logan Joubert, Thomas Dwyer, Quin Vivian, Ross Llaneta, Lauren Davies, Hunter Waites, Christian Tipi, Oliver Marr, Patrick Nelis, Jonty Waites, Harrison Stewart-Lowe, Adam Li, Lukah Smithson, Heath Elliot, Hristo Hayes, Toby Dixon, Ben Fredericksen, Charlie Devane, Kupa Gardner, Angus Wilson"
27 (A),09:17,6,M Int 4X+,heat,2,"Tom Mogg, Robert Hazeldine, Wiremu Ruru, Roi Shim, Archie Graham, Frederick Dryden, Oscar Eriksen, Hamish Edmonds, Taylor Kijowski, Rex Zhao, Cole Brownlee, William Bowmar, Keegan Jordaan, Hunter Coleman, Cole Rothery, Curtis Wylie, Joshua Kelly, Flynn Morrissey, Louis Wylie, Max Hindmarsh, Patrick Hearn-Powers, Geo Snelling, Jack Hall, Lachlan Barry, Isabella Sharp, Sam Lawrie, Daniel Gestro, Hugo Langford, Angus Hall, Noam Phillips, Frankie Neal, Jeremy Cryer, Noah Gibbs, Vaughn Stanton, Quinn Farrell, Kees Tamboer, Lawrence D'Arcy-Young, Aron Price, Luke Guest, Pippa Peacocke"
28 (B),09:21,6,M Int 4X+,heat,3,"Tommy Sutherland, Ethan Ward, James Lerwill, Jude Rumball-Smith, Hugh McConnell, Wilson Slavic, Levi Dowty, Sol Barshai-Sherrock, Boe Leach, Miller Stratford, Petar Sigurnjak, Cooper Cummins, Mathieu Williams, Kahukura Haggie, Abdu Esmaeil, Liam Martin, Blair Paterson, Sam Randle, Xavier Roshan, Rueben de La Rosa, Quinn McLean-Bluck, Benjamin Harper, Ted Kingsford, Carter Hood, Hugh Trower, Flynn Powar, Aidan Tod, Aidan Taylor, Cameron White, Reid Hookway, Elvern Wong, Toby Whytock, Mattias Everett, Samuel Wilson, Harry Lorentsson, Xinhao Zhang, Jason Lee, Theo Conley, Denny Janif-Skelton, Jayden Chen"
29 (C),09:25,6,M Int 4X+,heat,4,"Cohen Taaffe, Jak Mitchell, Benjamin Webster, Luke Rowberry, Lola Barshai-Sherrock, Matthew Morelli, Ryan Findlay, Andrew Xin, Andrew Findlay, Matthew Self, Nathan Barratt-Boyes, Tobias Werahiko, Oliver Dixon-Saunders, Jayden Pinkerton, Sophie Edhouse, Nathan Barratt-Boyes, Tobias Werahiko, Lennox Lloyd, Jayden Pinkerton, Sophie Edhouse, Callum McRobbie, Quinn Hookway, Mattias Tafto, Johan Joubert, Owain Brett-Chinnery, Callum McRobbie, Aidan Taylor, Mattias Tafto, Johan Joubert, Owain Brett-Chinnery, William Griffin, Angus Lovell, Ashton Bell, Noah Layton, Charlie Scott, Tyler Wilson, George Petro, Levi Swanepoel, Ryan Shaw, Willem Gilbertson-Small, Thomas Bennett, Ben Young, Luke Hollingsworth, Sebastian Tallon, Beatrix Day, Joel Harvey, Stone Li, Marcus Luckie, Danny Robert, Dash Bentley"
30 (D),09:29,6,M Int 4X+,heat,5,"Kaydin Shutes, Daniel Walkinshaw, Maxwell Yu, Henry Gibson, Harry Wilcox, James Ramsay, Jasper House, Hamish Cochrane, Finn Madsen, Dylan Penny, Doyong Um, Connor Mills, Edward Poole, Cameron McKay, Jacob Avery, Jim Simpson, John An, Oliver Service, Edouard de Cannart, Ollie Moy, Max Taylor, Jesse Kingsnorth, Devon Allott, Nat Dingle, Jamie Locke, William McKellar, Zavier Linstrom, Lachlan Wong, Samuel Peacocke, Freddy Abeysekera, Lucas Toemen, Lucas Zhang, Harry Steel, Harley Evans, Ryder Greaves"
31 (E),09:34,7,M Nov 8+,heat,1,"Hugo Smith, Shiran Li, Campbell McLellan, Toby Bedford, Encheng Liu, Aiqi Lu, Joshua Beguely, Dongcheng Liu, James Hochwimmer, Hugo Smith, Shiran Li, Campbell McLellan, Toby Bedford, Ryan Jing Cheng Zhao, Aiqi Lu, Joshua Beguely, Encheng Liu, James Hochwimmer, Mackinley Knauf, Beau Suisted, Luka Foley, Conner Huitema, Charles Hankinson, Joe Wall, Joshua Stapel, Henry Rushbrooke, Lauren Reeve, Samuel Grover, Henry Brown, George Taucher, Tom Squires, Warner King, Gennaro Kalaniuvalu Fotofili, Arthur White, Harry Beggs, Remy Parore, William Joseph, Ben McGregor, Joey Haywood, William Hartgill, Harrisen Eustace, Dehan Otto, Ben Russell, Zac Fitness, Bruno Follett, Tom Crowley, Oscar Keller, Grady O'Sullivan, Blake Sheely, Samuel Richardson, Samuel Schofield, Lenox Hay-Vega, Edward Stoddard, Cadyn Herbert"
32 (F),09:39,7,M Nov 8+,heat,2,"Albie Robertson, Oliver Winter, Finn Marshall, Immanuel Malo, Rhys Griffiths, Urban Reiteter, Leo Smith, Oliver Williamson, Sam Rowse, Jayden Antrobus, Sam Ryan, Ayden Mabey, Arlo Ofsoski-Hansen, Caleb Shapcott, Christopher Edgar, Caleb Wright, Frank Austin, Marcus Coatsworth, Jack Stephens, Fili Setima Autagavaia, Roman Hanif, Markos Huljich, Mason Bryant, Niko Huljich, William Collins, McQuade Ingram, Beau Zonneveld, Wolfe Bayvel, Emlyn Bridges, Luca Paoli, Maximilian Reynolds, Cooper Phillips, Philip Petrovski, Magnus Ross, Nicholas Fail, Martan Denton"
33 (G),09:43,8,M Prm 1X,heat,1,"Ethan Claridge, Clayton Potts, Oscar Ruston, Ben Olifiers, Ryan Gass, Crue Ellis-Williams"
34 (H),09:47,8,M Prm 1X,heat,2,"Callum Tutbury, Tadhg Farac, Jordan Parry, Finn Hamill, Jack Pearson, Oliver Welch"
35 (I),09:51,8,M Prm 1X,heat,3,"Daniel Taylor, Makoto Tsuge, Karl Manson, Ben Mason, Sebastian Fulton, Blake Bradshaw"
36 (J),09:55,9,W Prm 1X,heat,1,"Olivia Hay, Holly Chaafe, Sophie Egnot-Johnson, Veronica Wall, Eva Hofmans, Mollie Nicol, Sasha Robinson"
37 (K),09:59,9,W Prm 1X,heat,2,"Lexi Timpson, Charlize Tutbury, Angalla Carney, Kathryn Glen, Stella Clayton-Greene, Tegan O'Dwyer, Hannah Matehaere"
38 (L),10:03,10,M Snr 2-,heat,1,"Benjamin Lee, Frederick Mulford, Yahya Aly, Matthew Poulton, Charlie Moon, Ethan Steyn, Finn Pethers-Boak, Lochlan Rose, Henry Gavin, Mason Bowker, Jack Buckley, George Langley, Logan Turrall, Nathan Kini"
39 (M),10:07,10,M Snr 2-,heat,2,"Finn Rayner, Liam Collins, Louis Upton, Jackson Compain, Alex King, Freddie Eadie, Finlay Dickens, Callum Booth, James Hollard, Matthew Ryder, Joseph Bates, James Wlodarczak, Connor Brownlee, Benjamin Poulton"
40 (N),10:11,11,W Snr 2-,prelim,1,"Alexandra Hull, Pippa Melville, Ottalie Morrah, Eva van der Zouwe, Victoria Melville, Lucy Turnbull, Charlotte Mawston, Maeve Lockett, Te Aria Jackson, Setai Setoga, Amy Bryant, Kate Slyfield, Marie-Lou Wolpert, Naiya Wolpert"
41 (O),10:15,12,W Clb 8+,heat,1,"Lucy Ball, Josephine Peacocke, Claire Gerring, Marin Sapir, Ruby Martin, Stella Hohneck, Amelia Brown, Keiley Bennett, Milana van Dyk, Savannah Freeman, Ava Woodbury-Rinkle, Lucy Gaston, Rose Morley, Amber Church, Ashley Pryor, Grace Farrell, Savanna Bourke, George Mackintosh, Sarah Healy, Antonia Shaw, Megan Sherrard, Eva McGivern, Georgia Kendrick, Arielle Smith, Lily Johnson, Thea Mace, Zara Morris, Madeleine Worrall, Addison Hewlett, Poppy Donald, Emily Dick, Sophie Priscott, Lila Kirke, Margot Wilson, Emily Keene, Rose Finlayson, Clover MacDonald, Lily Hayward, Ruby Murray, Zara Hargreaves, Eve Wansbrough, Elizabeth Robson, Charlotte Verry, Camryn Brownlee, Amelia Settle, Freya Mei, Mia Peng, Scarlett Reader, Lily Murray, Tiulipe Tekiteki, Sophie Andrew, Haylie Dwight, Alison Li, Tui Davis-Christie, Isla Bateman, Harriet Houldsworth, Amilija Perich, Lucy Anderson, Zainab Khan, Mia Yen, Chance Flux Ton, Bijou Akel, Ava Srinivasan"
42 (P),10:19,12,W Clb 8+,heat,2,"Miah Porima, Ayla Klein, Ella-Rose Conder, Sarah-Kate Nicholas, Amber Alcock, Mila Williams, Georgia Opie, Mirella Singleton, Libby Hoban, Caitlin Jagger, Ava Moffat, Mia Breen, Jessica Walkinshaw, Imogen Wallis, Megan Day, Kionasina Bradbeer, Emily Hammond, Emma Owen, Eden Hogg, Lilah Martin, Georgia Thorpe, Lily Dwyer, Madeline Donovan, Emma Curnow, Sacha van der Net, Izzy Karim, Oscar Molloy, Hannah Gordon, Sophie Sayer, Ava Clarke, Tessa Toner, Rosalee Carruthers, Keeley Bannister, Elsie Carter, Mia McKendry, Isabel Gilbert, Awatea Wallace, Cate Garlick, Poppy Clarke, Maddie Wellington, Gracie Marshall-McCaskey, Sydney McLean, Zoey Kung, Ella Wellington, Marama Wallace, Lucinda Day, Ada Findlow, Olivia Bethell, Isabella Turner, Mika James, Alba Erikson, Genevieve Fail, Elizabeth Hawksbee, Amelia Self"
43 (Q),10:23,13,W Int 2X,heat,1,"Aurora Rogers-Scott, Holly Thompson, Katelin MacKay, Emma Smith, Hannah Penty, Pippa Percy, Elissa Strohmeier, Cassie Colbourne, Emily Swain, Grace McKenna, Beth Dingle, Alexandra Mason, Milla Best, Kayla Billings, Charlotte Alexander, Octavia Snelling, Sophie Loveridge, Jessica Kuehne"
44 (R),10:27,13,W Int 2X,heat,2,"Molly Scott, Emilia Hickey, Lexie Thompson, Jasmin Wong, Zana Slavic, Cerys Brett-Chinnery, Milla McKendry, Chloe Franklin, Tasmin Jacka, Asha Reid, Maddison Kennedy, Elena Newman-Jacobs, Charlie Wright, Emily Riley, Annabel Smith, Isabella Ware, Greer Sandford, Freya Marr-John"
45 (S),10:31,13,W Int 2X,heat,3,"Sophie Cranstone, Sophie Duncan, Maddy Knapp, Tara Krishnan, Wilha Grant, Sarah Poborowska, Ruby Jefferson, Alexia Mackay, Brittany Smith, Keira Gilbert, Stella Bradley, Skye Grice-Douglas, Teana Rangihika, Hannah Broadbent, Grace Gainsford, Portia Pahl"
46 (T),10:35,13,W Int 2X,heat,4,"Gillian Peterson, Debbie Rowe, Mila Kohlhase, Lucy Cameron, Malia Cousins, Ella Papworth, Ruby Parton, Grace Fraser, Rosa Griffiths, Tilly Wilde, Pip Scanlan, Brooke Bland, Zoe Collins, Emily Wright, Dana Fantom, Mackenzie Lawton"
47 (U),10:39,13,W Int 2X,heat,5,"Myiah Dudson, Dulcie-Jean Paikea, Harriet Wilson, Dasha King, Farrah Grice-Douglas, Sofia Cagney Potts, Stacey Wyatt, Jaedyn Thompson, Lucy Cottier, Emily Young, Millie Skilton, Emilia Hughes, Holly Hodgson, Lily Hannah Petrich, Devon Farrelly, Madison Farrelly"
48 (V),10:43,13,W Int 2X,heat,6,"Sofia Glass, Pippa Forman, Layla Ware, Chloe Palmer, Tracy Hawkes, Jennifer Muller, Niamh Watson, Lily McAree, Emma Prendergast, Alara Thomson, Colbie Stott, Rebecca Wilson, Alice Varey, Olivia Brown, Lily Camp, Lily Newton"
49 (W),10:47,13,W Int 2X,heat,7,"Ruby Stonex, Maya Harold, Rosa Kelly, Lacey Zurcher-Herbert, Halena Haggie, Karai Taukiri, Rosie Jones-Rawstorne, Eva Sorsa, Maggie Elmiger, Octavia Burns, Pippa Ryder, Camryn Collinson, Lucy Forrest, Esadora McKnight, Taylor Batchelor, Lily Hammond"
50 (X),10:52,14E,W #2 Nov 4+,heat,1,"Annabel MacDonald, Madelyn Darke, Natasha Beuzeval, Lizzie Hart, Isla Pepper, Lexi Falconer, Arabella Young, Caela Antipas, Aramahea Walker, Phoebe Hookham, Piper Moon, Parker Taare, Brierley Te Rangi, Isabella Russo, Maddie Corles, Jess Woodhams, Tess Ritchie, Rosie Reynolds, Rosy Moody, Lucy Camp"
51 (Y),10:57,14E,W #2 Nov 4+,heat,2,"Madison Hoon, MacKenzie George, Zoe Heatley, Zara Benton, Sara Thomson, Arna Kovaleski, Ruby Wrathall, Kate Rickman, Zoe Thomas, Monique Ellice, Meadhbh O'Farrell, Beth Obrien, Molly Smith, Gianna Alesich Sandford, Olivia Lim, Alexa Nathan, Rosa Ranchhod, Isabella Bishop, Zoe Ching, Florence Struthers, Ara Innis, Ruby Paine, Sophie Cardno, Lola Cogan, Eva Millar"
52 (Z),11:02,15,W Nov 4+,heat,1,"Ella Raath, Izzy Thorne, Emily Barclay, Millie Martin, Katie McKean, Olivia Skelton, Harriet Dodson, Malaika Chand, Emili Perich, Makayla Sadler, Amelia Schnuriger, Fern Kersel-Stubbs, Elsa Nelis, Lucinda Usher, Kiri Ormsby, Olivia Oram, Florence Wilkinson, Issy Taylor, Bianca Bartle, Olivia Allsopp-Smith, Jessica Cowie, Olivia Shailer, Amelia Crouch, Indigo Coley, Emma Wilkins, Lauren McConnochie, Sofia-Grace Cleary, Ariella Werahiko, Olivia Reid, Jasmin Lands"
53 (A),11:07,15,W Nov 4+,heat,2,"Ula Chan, Janie McGregor, Vida Carney-McKnight, Hazel Laurence, Molly Young, Charlee Wilson, Zara Sudfeldt, Sothea Steed, Raine Duncan, Bobbie Wilson, Maya Denton, Katie Ye, Scarlett Richards, Bee Townsend, Pieta Cumming, Isabella Gobbie, Bernardita Hoyo Gibson, Kaleigh Morris, Keira Cocks, Lily Saxon, Lena Harris, Angel-Marie Pearce, Mae Armstrong, Lily Challenor, Harvey Williams, Dory Kemp, Hannah Jurke, Sophia Scheper, Nina Nemcanin, Isabella Sharp"
54 (B),11:12,15,W Nov 4+,heat,3,"Jennifer Smith, Rieke Genschow, Mena Paul, Amy Smith, Abdu Esmaeil, Zoe Hall, Oxie Taylor, Rosa Evennett, Jess Excell, Ava Hosking, Blanca Ebbett, Niamh Loveridge, Samantha Peacocke, Elsie Sharpe, Stella Benton, Indi Ross, Jade Hood, Freida Hoban, Ellie Tucker, Sam Gardiner, Lucja Gascoigne-Spittle, Amber O'Neill, Nandhini Sirestarajah, Isabella Snell, Zoe Fry, Ella Taylor, Franchi Taylor, Hayley Twaddle, Jessica Taylor, Thomas Palmer"
55 (C),11:17,15,W Nov 4+,heat,4,"Qiyu Zhang, Savannah Muggeridge, Mia Riordean, Abigail Xin, Fatema Munji, Tegan Smith, Madeline Moore, Casey Paki, Jade Paki, Holly Gera, Laura Bunyan, Kortney Delamore, Tara Gordon, Katie Quinlan, Alexis Taylor, Charlotte Eickhoff, Sadie Frank, Molly Wilkinson, Grace Valder, Abbey Muspratt, Bella Biggs, Greer Wallace, Charlotte Filer, Ruby Litherland, Bruno Follett"
56 (D),11:21,16,M Clb 4-,heat,1,"Jordan Spark, Lewis Parker, Hamish Brown, Albert Swanepoel, Alexander Dinkel, Blake Bramwell, Carlos Bramwell, River Somerton, Guy Curry-Stanton, Sid McQueen, Sean O'Connor, Ted Henderson, James Knottenbelt, Samuel Osborne, George Nilsson, Sean Brooks-Adams, Lachie Bowker, Antoneo van Deursen, Eddy Pollock, Dillon Cable, Daniel Song, Liam Harding, Callum Jarvis, William Clingin"
57 (E),11:25,16,M Clb 4-,heat,2,"Talon Grellman-May, Riley Russell, Reuben Pope, Josh Massingham, Jackson Metuangaro, Arthur Yeoward, James Brake, Toby Cleghorn, Rion Ormsby-Harris, Thomas Lander, Charlie Moon, William Peoples, Benjamin Davison, Alexander Jones, Thomas Clingin, Fergus Meredith, Johann Giermann, Xavier Simpkins, Joel Milham, Henry Morgan"
58 (F),11:29,17,M Clb 4+,heat,1,"Toby Whytock, Leo O'Reilly, Marcus Tadema, Max Fielder, Harry Lorentsson, Ben Worrall, Maxim Lisnichenko, Joshua Thorp, Alexander Worth, Daniel Taylor, Henry Mahon, Oliver Poppelwell, Sammy Taylor, Elijah Nakhle, Charles Lewis, Jack Reid, Charlie Field, Josh Haskell, Marcus Macleod, Ayden Miller, Daniel Yu, Joseph Dillon, Jasper Hunter, Zachary Chu, Benji Peters, Zach Peebles, Freddie Simons, Monty Neubert, Benjamin Rickard, Harry Gardner, Jeremy Bryant, Henry Couper, Hunter Clapham, Shaun Diver, Matthew Callaghan"
